personLookup,status,personID,displayTitle,alsoCalled,slug,name,surname,isProperName,gender,birthYear,deathYear,birthPlace,deathPlace,memberOf,dictionaryLink,dictionaryText,events,eventGroups,verseCount,verses,mother,father,children,siblings,halfSiblingsSameMother,halfSiblingsSameFather,chaptersWritten,eastons
iscah_618,publish,618,Iscah,,iscah_618,Iscah,,checked,Male,,,,,,,,,,1,Gen.11.29,,haran_1407,,"lot_1830,milcah_2082",,,,Iscah
ithiel_651,publish,651,Ithiel,,ithiel_651,Ithiel,,checked,Male,,,,,,,,,,1,Prov.30.1,,,,,,,,
jabal_673,publish,673,Jabal,,jabal_673,Jabal,,checked,Male,,,,,Line of Cain,,,,,1,Gen.4.20,adah_69,lamech_1808,,jubal_1748,,"naamah_2118,tubal-cain_2884",,Jabal
jabin_677,publish,677,Jabin (king of Hazor),,jabin_677,Jabin,,checked,Male,,,,,,,,,,6,"Judg.4.2,Judg.4.7,Judg.4.17,Judg.4.23,Judg.4.24,Ps.83.9",,,,,,,,Jabin 2
israel_682,publish,682,Jacob (Israel),Israel,israel_682,Israel,,checked,Male,-1836,-1689,,egypt_362,Genealogy of Jesus,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/israel.html," the name conferred on Jacob after the great prayer-struggle at Peniel (  Genesis 32:28  ), because ""as a prince he had power with God and prevailed."" (See  JACOB  .) This is the common name given to Jacob's descendants. The whole people of the twelve tribes are called ""Israelites,"" the ""children of Israel"" (  Joshua 3:17  ;   7:25  ;   Judges 8:27  ;   Jeremiah 3:21  ), and the ""house of Israel"" (  Exodus 16:31  ;   40:38  ).    This name Israel is sometimes used emphatically for the true Israel (  Psalms 73:1  :   Isaiah 45:17  ;   49:3  ;   John 1:47  ;   Romans 9:6  ;   11:26  ).    After the death of Saul the ten tribes arrogated to themselves this name, as if they were the whole nation (  2 Samuel 2:9   2 Samuel 2:10   2 Samuel 2:17   2 Samuel 2:28  ;   2 Samuel 3:10   2 Samuel 3:17  ;   19:40-43  ), and the kings of the ten tribes were called ""kings of Israel,"" while the kings of the two tribes were called ""kings of Judah.""    After the Exile the name Israel was assumed as designating the entire nation.",,,1009,"Gen.25.26,Gen.25.27,Gen.25.28,Gen.25.29,Gen.25.30,Gen.25.31,Gen.25.33,Gen.25.34,Gen.27.6,Gen.27.11,Gen.27.15,Gen.27.17,Gen.27.19,Gen.27.21,Gen.27.22,Gen.27.30,Gen.27.36,Gen.27.41,Gen.27.42,Gen.27.46,Gen.28.1,Gen.28.5,Gen.28.6,Gen.28.7,Gen.28.10,Gen.28.16,Gen.28.18,Gen.28.20,Gen.29.1,Gen.29.4,Gen.29.10,Gen.29.11,Gen.29.12,Gen.29.13,Gen.29.15,Gen.29.18,Gen.29.20,Gen.29.21,Gen.29.28,Gen.30.1,Gen.30.2,Gen.30.4,Gen.30.5,Gen.30.7,Gen.30.9,Gen.30.10,Gen.30.12,Gen.30.16,Gen.30.17,Gen.30.19,Gen.30.25,Gen.30.31,Gen.30.36,Gen.30.37,Gen.30.40,Gen.30.41,Gen.30.42,Gen.31.1,Gen.31.2,Gen.31.3,Gen.31.4,Gen.31.11,Gen.31.17,Gen.31.20,Gen.31.22,Gen.31.24,Gen.31.25,Gen.31.26,Gen.31.29,Gen.31.31,Gen.31.32,Gen.31.33,Gen.31.36,Gen.31.43,Gen.31.45,Gen.31.46,Gen.31.47,Gen.31.51,Gen.31.53,Gen.31.54,Gen.32.1,Gen.32.2,Gen.32.3,Gen.32.4,Gen.32.6,Gen.32.7,Gen.32.9,Gen.32.18,Gen.32.20,Gen.32.24,Gen.32.25,Gen.32.27,Gen.32.28,Gen.32.29,Gen.32.30,Gen.32.32,Gen.33.1,Gen.33.10,Gen.33.17,Gen.33.18,Gen.34.1,Gen.34.3,Gen.34.5,Gen.34.6,Gen.34.7,Gen.34.13,Gen.34.19,Gen.34.25,Gen.34.27,Gen.34.30,Gen.35.1,Gen.35.2,Gen.35.4,Gen.35.5,Gen.35.6,Gen.35.9,Gen.35.10,Gen.35.14,Gen.35.15,Gen.35.20,Gen.35.21,Gen.35.22,Gen.35.23,Gen.35.26,Gen.35.27,Gen.35.29,Gen.36.6,Gen.36.31,Gen.37.1,Gen.37.2,Gen.37.3,Gen.37.13,Gen.37.34,Gen.42.1,Gen.42.4,Gen.42.5,Gen.42.29,Gen.42.36,Gen.43.6,Gen.43.8,Gen.43.11,Gen.45.21,Gen.45.25,Gen.45.26,Gen.45.27,Gen.45.28,Gen.46.1,Gen.46.2,Gen.46.5,Gen.46.6,Gen.46.8,Gen.46.15,Gen.46.18,Gen.46.19,Gen.46.22,Gen.46.25,Gen.46.26,Gen.46.27,Gen.46.29,Gen.46.30,Gen.47.7,Gen.47.8,Gen.47.9,Gen.47.10,Gen.47.27,Gen.47.28,Gen.47.29,Gen.47.31,Gen.48.2,Gen.48.3,Gen.48.8,Gen.48.10,Gen.48.11,Gen.48.13,Gen.48.14,Gen.48.20,Gen.48.21,Gen.49.1,Gen.49.2,Gen.49.7,Gen.49.16,Gen.49.24,Gen.49.28,Gen.49.33,Gen.50.2,Gen.50.24,Gen.50.25,Exod.1.1,Exod.1.5,Exod.1.7,Exod.1.9,Exod.1.12,Exod.1.13,Exod.2.23,Exod.2.24,Exod.2.25,Exod.3.6,Exod.3.9,Exod.3.10,Exod.3.11,Exod.3.13,Exod.3.14,Exod.3.15,Exod.3.16,Exod.3.18,Exod.4.5,Exod.4.22,Exod.4.29,Exod.4.31,Exod.5.1,Exod.5.2,Exod.5.14,Exod.5.15,Exod.5.19,Exod.6.3,Exod.6.5,Exod.6.6,Exod.6.8,Exod.6.9,Exod.6.11,Exod.6.12,Exod.6.13,Exod.6.14,Exod.6.26,Exod.6.27,Exod.7.2,Exod.7.4,Exod.7.5,Exod.9.4,Exod.9.6,Exod.9.26,Exod.9.35,Exod.10.20,Exod.10.23,Exod.11.7,Exod.11.10,Exod.12.3,Exod.12.6,Exod.12.15,Exod.12.19,Exod.12.21,Exod.12.27,Exod.12.28,Exod.12.31,Exod.12.35,Exod.12.37,Exod.12.40,Exod.12.42,Exod.12.47,Exod.12.50,Exod.12.51,Exod.13.2,Exod.13.18,Exod.13.19,Exod.14.2,Exod.14.3,Exod.14.5,Exod.14.8,Exod.14.10,Exod.14.15,Exod.14.16,Exod.14.19,Exod.14.20,Exod.14.22,Exod.14.25,Exod.14.29,Exod.14.30,Exod.14.31,Exod.15.1,Exod.15.19,Exod.15.22,Exod.16.1,Exod.16.2,Exod.16.3,Exod.16.6,Exod.16.9,Exod.16.10,Exod.16.12,Exod.16.15,Exod.16.17,Exod.16.31,Exod.16.35,Exod.17.1,Exod.17.5,Exod.17.6,Exod.17.7,Exod.17.8,Exod.17.11,Exod.18.1,Exod.18.9,Exod.18.12,Exod.18.25,Exod.19.1,Exod.19.2,Exod.19.3,Exod.19.6,Exod.20.22,Exod.24.1,Exod.24.4,Exod.24.5,Exod.24.9,Exod.24.10,Exod.24.11,Exod.24.17,Exod.25.2,Exod.25.22,Exod.27.20,Exod.27.21,Exod.28.1,Exod.28.9,Exod.28.11,Exod.28.12,Exod.28.21,Exod.28.29,Exod.28.30,Exod.28.38,Exod.29.28,Exod.29.43,Exod.29.45,Exod.30.12,Exod.30.16,Exod.30.31,Exod.31.13,Exod.31.16,Exod.31.17,Exod.32.4,Exod.32.8,Exod.32.13,Exod.32.20,Exod.32.27,Exod.33.1,Exod.33.5,Exod.33.6,Exod.34.23,Exod.34.27,Exod.34.30,Exod.34.32,Exod.34.34,Exod.34.35,Exod.35.1,Exod.35.4,Exod.35.20,Exod.35.29,Exod.35.30,Exod.36.3,Exod.39.6,Exod.39.7,Exod.39.14,Exod.39.32,Exod.39.42,Exod.40.36,Exod.40.38,Lev.1.2,Lev.4.2,Lev.4.13,Lev.7.23,Lev.7.29,Lev.7.34,Lev.7.36,Lev.7.38,Lev.9.1,Lev.9.3,Lev.10.6,Lev.10.11,Lev.10.14,Lev.11.2,Lev.12.2,Lev.15.2,Lev.15.31,Lev.16.5,Lev.16.16,Lev.16.17,Lev.16.19,Lev.16.21,Lev.16.34,Lev.17.2,Lev.17.3,Lev.17.5,Lev.17.8,Lev.17.10,Lev.17.12,Lev.17.13,Lev.17.14,Lev.18.2,Lev.19.2,Lev.20.2,Lev.21.24,Lev.22.2,Lev.22.3,Lev.22.15,Lev.22.18,Lev.22.32,Lev.23.2,Lev.23.10,Lev.23.24,Lev.23.34,Lev.23.43,Lev.23.44,Lev.24.2,Lev.24.8,Lev.24.10,Lev.24.15,Lev.24.23,Lev.25.2,Lev.25.33,Lev.25.46,Lev.25.55,Lev.26.42,Lev.26.46,Lev.27.2,Lev.27.34,Num.1.2,Num.1.45,Num.1.52,Num.1.53,Num.1.54,Num.2.2,Num.2.32,Num.2.33,Num.2.34,Num.3.8,Num.3.9,Num.3.38,Num.3.40,Num.3.41,Num.3.42,Num.3.45,Num.3.46,Num.3.50,Num.5.2,Num.5.4,Num.5.6,Num.5.9,Num.5.12,Num.6.2,Num.6.23,Num.6.27,Num.8.6,Num.8.9,Num.8.10,Num.8.11,Num.8.14,Num.8.16,Num.8.17,Num.8.18,Num.8.19,Num.8.20,Num.9.2,Num.9.4,Num.9.5,Num.9.7,Num.9.10,Num.9.17,Num.9.18,Num.9.19,Num.9.22,Num.10.12,Num.10.28,Num.11.4,Num.13.2,Num.13.3,Num.13.24,Num.13.26,Num.13.32,Num.14.2,Num.14.5,Num.14.7,Num.14.10,Num.14.27,Num.14.39,Num.15.2,Num.15.18,Num.15.25,Num.15.26,Num.15.29,Num.15.32,Num.15.38,Num.16.2,Num.16.38,Num.16.40,Num.16.41,Num.17.2,Num.17.5,Num.17.6,Num.17.9,Num.17.12,Num.18.5,Num.18.8,Num.18.11,Num.18.19,Num.18.20,Num.18.22,Num.18.23,Num.18.24,Num.18.26,Num.18.28,Num.18.32,Num.19.2,Num.19.9,Num.19.10,Num.20.1,Num.20.12,Num.20.13,Num.20.19,Num.20.22,Num.20.24,Num.21.10,Num.22.1,Num.22.3,Num.23.7,Num.23.10,Num.23.21,Num.23.23,Num.24.5,Num.24.17,Num.24.19,Num.25.6,Num.25.8,Num.25.11,Num.25.13,Num.26.2,Num.26.4,Num.26.51,Num.26.62,Num.26.63,Num.26.64,Num.27.8,Num.27.11,Num.27.12,Num.27.20,Num.27.21,Num.28.2,Num.29.40,Num.30.1,Num.31.2,Num.31.9,Num.31.12,Num.31.16,Num.31.30,Num.31.42,Num.31.47,Num.31.54,Num.32.7,Num.32.9,Num.32.11,Num.32.17,Num.32.18,Num.32.28,Num.33.1,Num.33.3,Num.33.5,Num.33.38,Num.33.40,Num.33.51,Num.34.2,Num.34.13,Num.34.29,Num.35.2,Num.35.8,Num.35.10,Num.35.15,Num.35.34,Num.36.1,Num.36.2,Num.36.3,Num.36.4,Num.36.5,Num.36.7,Num.36.8,Num.36.9,Num.36.13,Deut.1.3,Deut.1.8,Deut.3.18,Deut.4.44,Deut.4.45,Deut.4.46,Deut.6.10,Deut.9.5,Deut.9.27,Deut.10.6,Deut.24.7,Deut.29.1,Deut.29.13,Deut.30.20,Deut.31.19,Deut.31.22,Deut.31.23,Deut.32.8,Deut.32.9,Deut.32.49,Deut.32.51,Deut.32.52,Deut.33.1,Deut.33.4,Deut.33.10,Deut.33.28,Deut.34.4,Deut.34.8,Deut.34.9,Josh.1.2,Josh.2.2,Josh.3.1,Josh.3.9,Josh.4.4,Josh.4.5,Josh.4.7,Josh.4.8,Josh.4.12,Josh.4.21,Josh.5.1,Josh.5.2,Josh.5.3,Josh.5.6,Josh.5.10,Josh.5.12,Josh.6.1,Josh.7.1,Josh.7.12,Josh.7.23,Josh.8.31,Josh.8.32,Josh.9.17,Josh.9.18,Josh.9.26,Josh.10.4,Josh.10.11,Josh.10.12,Josh.10.20,Josh.10.21,Josh.11.14,Josh.11.19,Josh.11.22,Josh.12.1,Josh.12.6,Josh.12.7,Josh.13.6,Josh.13.13,Josh.13.22,Josh.14.1,Josh.14.5,Josh.17.13,Josh.18.1,Josh.18.2,Josh.18.3,Josh.18.10,Josh.19.49,Josh.19.51,Josh.20.2,Josh.20.9,Josh.21.1,Josh.21.3,Josh.21.8,Josh.21.41,Josh.22.9,Josh.22.11,Josh.22.12,Josh.22.13,Josh.22.31,Josh.22.32,Josh.22.33,Josh.24.4,Josh.24.32,Judg.1.1,Judg.2.4,Judg.2.6,Judg.2.11,Judg.3.2,Judg.3.5,Judg.3.7,Judg.3.8,Judg.3.9,Judg.3.12,Judg.3.14,Judg.3.15,Judg.3.27,Judg.4.1,Judg.4.3,Judg.4.5,Judg.4.23,Judg.4.24,Judg.6.1,Judg.6.2,Judg.6.6,Judg.6.7,Judg.6.8,Judg.8.28,Judg.8.33,Judg.8.34,Judg.10.6,Judg.10.8,Judg.10.10,Judg.10.11,Judg.10.15,Judg.10.17,Judg.11.27,Judg.11.33,Judg.13.1,Judg.19.12,Judg.19.30,Judg.20.1,Judg.20.3,Judg.20.7,Judg.20.13,Judg.20.14,Judg.20.18,Judg.20.19,Judg.20.23,Judg.20.24,Judg.20.25,Judg.20.26,Judg.20.27,Judg.20.30,Judg.20.32,Judg.20.35,Judg.21.5,Judg.21.6,Judg.21.18,Judg.21.24,1Sam.2.28,1Sam.7.4,1Sam.7.6,1Sam.7.7,1Sam.7.8,1Sam.9.2,1Sam.10.18,1Sam.11.8,1Sam.12.8,1Sam.14.18,1Sam.15.6,1Sam.17.53,2Sam.7.6,2Sam.7.7,2Sam.21.2,2Sam.23.1,1Kgs.6.1,1Kgs.6.13,1Kgs.8.1,1Kgs.8.9,1Kgs.8.63,1Kgs.9.20,1Kgs.9.21,1Kgs.9.22,1Kgs.11.2,1Kgs.12.17,1Kgs.12.24,1Kgs.12.33,1Kgs.14.24,1Kgs.18.20,1Kgs.18.31,1Kgs.19.10,1Kgs.19.14,1Kgs.20.15,1Kgs.20.27,1Kgs.20.29,1Kgs.21.26,2Kgs.8.12,2Kgs.13.5,2Kgs.13.23,2Kgs.16.3,2Kgs.17.7,2Kgs.17.8,2Kgs.17.9,2Kgs.17.22,2Kgs.17.24,2Kgs.17.34,2Kgs.18.4,2Kgs.21.2,2Kgs.21.9,1Chr.1.43,1Chr.6.64,1Chr.16.13,1Chr.16.17,1Chr.27.1,2Chr.5.2,2Chr.5.10,2Chr.6.11,2Chr.7.3,2Chr.8.2,2Chr.8.8,2Chr.8.9,2Chr.10.17,2Chr.10.18,2Chr.13.12,2Chr.13.16,2Chr.13.18,2Chr.28.3,2Chr.28.8,2Chr.30.6,2Chr.30.21,2Chr.31.1,2Chr.31.5,2Chr.31.6,2Chr.33.2,2Chr.33.9,2Chr.34.33,2Chr.35.17,Ezra.3.1,Ezra.6.16,Ezra.6.21,Ezra.7.7,Neh.1.6,Neh.2.10,Neh.7.73,Neh.8.14,Neh.8.17,Neh.9.1,Neh.10.39,Neh.13.2,Ps.14.7,Ps.20.1,Ps.22.23,Ps.24.6,Ps.44.4,Ps.46.7,Ps.46.11,Ps.47.4,Ps.53.6,Ps.59.13,Ps.75.9,Ps.76.6,Ps.77.15,Ps.78.5,Ps.78.21,Ps.78.71,Ps.79.7,Ps.81.1,Ps.81.4,Ps.84.8,Ps.85.1,Ps.87.2,Ps.94.7,Ps.99.4,Ps.103.7,Ps.105.6,Ps.105.10,Ps.105.23,Ps.114.1,Ps.114.7,Ps.132.2,Ps.132.5,Ps.135.4,Ps.146.5,Ps.147.19,Ps.148.14,Isa.2.3,Isa.2.5,Isa.2.6,Isa.8.17,Isa.9.8,Isa.10.20,Isa.10.21,Isa.14.1,Isa.17.3,Isa.17.4,Isa.17.9,Isa.27.6,Isa.27.9,Isa.27.12,Isa.29.22,Isa.29.23,Isa.31.6,Isa.40.27,Isa.41.8,Isa.41.14,Isa.41.21,Isa.42.24,Isa.43.1,Isa.43.22,Isa.43.28,Isa.44.1,Isa.44.2,Isa.44.5,Isa.44.21,Isa.44.23,Isa.45.4,Isa.45.19,Isa.46.3,Isa.48.1,Isa.48.12,Isa.48.20,Isa.49.5,Isa.49.6,Isa.49.26,Isa.58.1,Isa.58.14,Isa.59.20,Isa.60.16,Isa.65.9,Isa.66.20,Jer.2.4,Jer.3.21,Jer.5.20,Jer.10.16,Jer.10.25,Jer.16.14,Jer.16.15,Jer.23.7,Jer.30.7,Jer.30.10,Jer.30.18,Jer.31.7,Jer.31.11,Jer.32.30,Jer.32.32,Jer.33.26,Jer.46.27,Jer.46.28,Jer.50.4,Jer.50.33,Jer.51.19,Lam.1.17,Lam.2.2,Lam.2.3,Ezek.2.3,Ezek.4.13,Ezek.6.5,Ezek.20.5,Ezek.28.25,Ezek.35.5,Ezek.37.16,Ezek.37.21,Ezek.37.25,Ezek.39.25,Ezek.43.7,Ezek.44.9,Ezek.44.15,Ezek.47.22,Ezek.48.11,Dan.1.3,Hos.1.10,Hos.1.11,Hos.3.1,Hos.3.4,Hos.3.5,Hos.4.1,Hos.10.11,Hos.12.2,Hos.12.12,Joel.3.16,Amos.2.11,Amos.3.1,Amos.3.12,Amos.3.13,Amos.4.5,Amos.6.8,Amos.7.2,Amos.7.5,Amos.8.7,Amos.9.7,Amos.9.8,Obad.1.10,Obad.1.17,Obad.1.18,Obad.1.20,Mic.1.5,Mic.2.7,Mic.2.12,Mic.3.1,Mic.3.8,Mic.3.9,Mic.4.2,Mic.5.3,Mic.5.7,Mic.5.8,Mic.7.20,Nah.2.2,Mal.1.2,Mal.2.12,Mal.3.6,Matt.1.2,Matt.8.11,Matt.22.32,Matt.27.9,Mark.12.26,Luke.1.16,Luke.1.33,Luke.3.34,Luke.13.28,Luke.20.37,John.4.5,John.4.6,John.4.12,Acts.3.13,Acts.5.21,Acts.7.8,Acts.7.12,Acts.7.14,Acts.7.15,Acts.7.23,Acts.7.32,Acts.7.37,Acts.7.46,Acts.9.15,Acts.10.36,Rom.9.13,Rom.9.27,Rom.11.26,2Cor.3.7,2Cor.3.13,Heb.11.9,Heb.11.20,Heb.11.21,Heb.11.22,Rev.2.14,Rev.7.4,Rev.21.12,Ps.69.6,Ps.71.22",rebekah_2401,isaac_616,"gad_1262,dan_973,levi_1820,benjamin_463,issachar_645,reuben_2429,dinah_1012,asher_337,zebulun_3002,simeon_2741,judah_1751,joseph_1710,naphtali_2149",esau_1216,,,,Jacob
jakeh_712,publish,712,Jakeh,,jakeh_712,Jakeh,,checked,Male,,,,,,,,,,1,Prov.30.1,,,agur_112,,,,,Jakeh
james_719,publish,719,James (Brother of Jesus),,james_719,James,,checked,Male,,,,,"Tribe of Judah,Apostles,Apostles (Post-Ascension),Apostles (The Eleven)",https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/james.html," The son of Alphaeus, or Cleopas, ""the brother"" or near kinsman or cousin of our Lord (  Galatians 1:18   Galatians 1:19  ), called James ""the Less,"" or ""the Little,"" probably because he was of low stature. He is mentioned along with the other apostles (  Matthew 10:3  ;   Mark 3:18  ;   Luke 6:15  ). He had a separate interview with our Lord after his resurrection (  1�Corinthians 15:7  ), and is mentioned as one of the apostles of the circumcision (  Acts 1:13  ). He appears to have occupied the position of head of the Church at Jerusalem, where he presided at the council held to consider the case of the Gentiles (  Acts 12:17  ;   15:13-29  :   21:18-24  ). This James was the author of the epistle which bears his name.","An angel rescues Peter from prison,Jerusalem Council,Paul visits elders in Jerusalem","Herod's persecution of James and Peter, Second Missionary Journey, Paul Arrested and Imprisoned",15,"Matt.13.55,Matt.27.56,Mark.6.3,Mark.15.40,Mark.16.1,Luke.24.10,Acts.12.17,Acts.15.13,Acts.21.18,1Cor.15.7,Gal.1.19,Gal.2.9,Gal.2.12,Jas.1.1,Jude.1.1",mary_1938,joseph_1715,,"jesus_905,joses_1721,jude_1756,simon_2747",,,"Jas.1,Jas.2,Jas.3,Jas.4,Jas.5",James 2
james_718,publish,718,James (Son of Alphaeus),,james_718,James,,checked,Male,,,,,"Apostles,Apostles (Post-Ascension),Apostles (The Eleven)",https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/james.html,"  The son of Alphaeus, or Cleopas, ""the brother"" or near kinsman or cousin of our Lord (  Galatians 1:18   Galatians 1:19  ), called James ""the Less,"" or ""the Little,"" probably because he was of low stature. He is mentioned along with the other apostles (  Matthew 10:3  ;   Mark 3:18  ;   Luke 6:15  ). He had a separate interview with our Lord after his resurrection (  1�Corinthians 15:7  ), and is mentioned as one of the apostles of the circumcision (  Acts 1:13  ). He appears to have occupied the position of head of the Church at Jerusalem, where he presided at the council held to consider the case of the Gentiles (  Acts 12:17  ;   15:13-29  :   21:18-24  ). This James was the author of the epistle which bears his name.",Matthias replaces Judas,Ascension,5,"Matt.10.3,Mark.3.18,Luke.6.15,Luke.6.16,Acts.1.13",,alphaeus_192,,lebbaeus_1815,,,,James 2
james_717,publish,717,James (Son of Zebedee),,james_717,James,,checked,Male,,,,judea_657,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/james.html," The son of Zebedee and Salome; an elder brother of John the apostle. He was one of the twelve. He was by trade a fisherman, in partnership with Peter (  Matthew 20:20  ;   27:56  ). With John and Peter he was present at the transfiguration (  Matthew 17:1  ;   Mark 9:2  ), at the raising of Jairus's daughter (  Mark 5:37-43  ), and in the garden with our Lord (  14:33  ). Because, probably, of their boldness and energy, he and John were called Boanerges, i.e., ""sons of thunder."" He was the first martyr among the apostles, having been beheaded by King Herod Agrippa (  Acts 12:1   Acts 12:2  ), A.D. 44. (Compare   Matthew 4:21  ;   20:20-23  ).",Herod kills James,Herod's persecution of James and Peter,18,"Matt.4.21,Matt.10.2,Matt.17.1,Mark.1.19,Mark.1.29,Mark.3.17,Mark.5.37,Mark.9.2,Mark.10.35,Mark.10.41,Mark.13.3,Mark.14.33,Luke.5.10,Luke.6.14,Luke.8.51,Luke.9.28,Luke.9.54,Acts.12.2",mother_of_zebedees_children_2112,zebedee_2998,,john_1677,,,,James 1
japheth_726,publish,726,Japheth,,japheth_726,Japheth,,checked,Male,,,,,,,,"The Great Flood begins,Water covers the earth,The flood subsides,Leaving the Ark,Noah gets drunk and Canaan is cursed","The Flood, The Flood, The Flood, The Flood, The Flood",11,"Gen.5.32,Gen.6.10,Gen.7.13,Gen.9.18,Gen.9.23,Gen.9.27,Gen.10.1,Gen.10.2,Gen.10.21,1Chr.1.4,1Chr.1.5",,noah_2210,"magog_1882,tubal_2883,tiras_2864,madai_1880,meshech_2012,gomer_1328,javan_744","ham_1359,shem_2613",,,,Japheth
jared_730,publish,730,Jared,Jered,jared_730,Jared,,checked,Male,-3544,-2582,,,Genealogy of Jesus,,,,,7,"Gen.5.15,Gen.5.16,Gen.5.18,Gen.5.19,Gen.5.20,1Chr.1.2,Luke.3.37",,mahalaleel_1885,enoch_1192,,,,,Jared 1
jason_742,publish,742,Jason,,jason_742,Jason,,checked,Male,,,,,,https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/jason.html," he that will cure, the host of Paul and Silas in Thessalonica. The Jews assaulted his house in order to seize Paul, but failing to find him, they dragged Jason before the ruler of the city (  Acts 17:5-9  ). He was apparently one of the kinsmen of Paul (  Romans 16:21  ), and accompanied him from Thessalonica to Corinth.",Uproar in Thessalonica,Second Missionary Journey,5,"Acts.17.5,Acts.17.6,Acts.17.7,Acts.17.9,Rom.16.21",,,,,,,,Jason
javan_744,publish,744,Javan,,javan_744,Javan,,checked,Male,,,,,,,,,,7,"Gen.10.2,Gen.10.4,1Chr.1.5,1Chr.1.7,Isa.66.19,Ezek.27.13,Ezek.27.19",,japheth_726,"kittim_1789,tarshish_2828,dodanim_1018,elishah_1154","gomer_1328,madai_1880,magog_1882,meshech_2012,tiras_2864,tubal_2883",,,,Javan 1
jebusite_748,publish,748,Jebusite,,jebusite_748,Jebusite,,checked,Male,,,,,,,,,,2,"Gen.10.16,1Chr.1.14",,canaan_914,,"amorite_237,arkite_308,arvadite_316,girgasite_1322,hamathite_1361,heth_1510,hivite_1534,zidon_2738,sinite_2755,zemarite_3036",,,,Jebusites
jeduthun_1224,publish,1224,Jeduthun (Ethan),Ethan,jeduthun_1224,Jeduthun,,checked,Male,,,,,Tribe of Levi,,,,,13,"1Chr.6.44,1Chr.15.17,1Chr.15.19,1Chr.16.38,1Chr.16.41,1Chr.16.42,1Chr.25.1,1Chr.25.3,1Chr.25.6,2Chr.5.12,2Chr.29.14,2Chr.35.15,Ps.77.1",,kishi_1788,"gedaliah_1288,jeshaiah_885,hashabiah_1430,shimei_2233,izri_3051,mattithiah_1974",,,,,Ethan 2
jerah_842,publish,842,Jerah,,jerah_842,Jerah,,checked,Male,,,,,,,,,,2,"Gen.10.26,1Chr.1.20",,joktan_1686,,"abimael_39,almodad_191,diklah_1011,hadoram_1345,havilah_1462,hazarmaveth_1465,jobab_1640,ebal_2227,ophir_2253,sheba_2568,sheleph_2602,uzal_2911",,,,
jesse_903,publish,903,Jesse,,jesse_903,Jesse,,checked,Male,,,,,"Tribe of Judah,Genealogy of Jesus",https://www.biblestudytools.com/dictionaries/eastons-bible-dictionary/jesse.html," firm, or a gift, a son of Obed, the son of Boaz and Ruth (  Ruth 4:17   Ruth 4:22  ;   Matthew 1:5   Matthew 1:6  ;   Luke 3:32  ). He was the father of eight sons, the youngest of whom was David (  1�Samuel 17:12  ). The phrase ""stem of Jesse"" is used for the family of David (  Isaiah 11:1  ), and ""root of Jesse"" for the Messiah (  Isaiah 11:10  ;   Revelation 5:5  ). Jesse was a man apparently of wealth and position at Bethlehem (  1 Samuel 17:17   1 Samuel 17:18   1 Samuel 17:20  ;   Psalms 78:71  ). The last reference to him is of David's procuring for him an asylum with the king of Moab (  1�Samuel 22:3  ).",,,44,"Ruth.4.17,Ruth.4.22,1Sam.16.1,1Sam.16.3,1Sam.16.5,1Sam.16.8,1Sam.16.9,1Sam.16.10,1Sam.16.11,1Sam.16.18,1Sam.16.19,1Sam.16.20,1Sam.16.22,1Sam.17.12,1Sam.17.13,1Sam.17.17,1Sam.17.20,1Sam.17.58,1Sam.20.27,1Sam.20.30,1Sam.20.31,1Sam.22.7,1Sam.22.8,1Sam.22.9,1Sam.22.13,1Sam.25.10,2Sam.20.1,2Sam.23.1,1Kgs.12.16,1Chr.2.12,1Chr.2.13,1Chr.10.14,1Chr.12.18,1Chr.29.26,2Chr.10.16,2Chr.11.18,Ps.72.20,Isa.11.1,Isa.11.10,Matt.1.5,Matt.1.6,Luke.3.32,Acts.13.22,Rom.15.12",,obed_2228,"abinadab_44,shammah_2700,ozem_2260,eliab_1075,raddai_2387,david_994,elihu_1129,nethaneel_2189",,,,,Jesse
